[INFO] [1784185023.329731520] [cmd_vel_guard]: Zones loaded: 2
[INFO] [1784185023.329931762] [cmd_vel_guard]: CBF margin: 0.1m (real-time control)
[INFO] [1784185023.330065941] [cmd_vel_guard]: SSM base margin: 0.05m (velocity-dependent)
[INFO] [1784185023.334186150] [cmd_vel_guard]: Spoof detection ON [cusum]: amcl=/amcl_pose, offset_thresh=0.95m, jump_thresh=0.45m, enforce_pose=amcl
[INFO] [1784185023.334688733] [cmd_vel_guard]: DEBUG subscriptions:
[INFO] [1784185023.334930932] [cmd_vel_guard]:   cmd_sub topic: /cmd_vel_nav
[INFO] [1784185023.335169485] [cmd_vel_guard]:   odom_sub topic: /odom
[INFO] [1784185023.335390596] [cmd_vel_guard]:   nav_state_sub topic: /geofence/nav_state
[INFO] [1784185023.336038599] [cmd_vel_guard]: ============================================================
[INFO] [1784185023.336289575] [cmd_vel_guard]: Cmd Vel Guard node initialized
[INFO] [1784185023.336524371] [cmd_vel_guard]: Safety method: geofence
[INFO] [1784185023.336811464] [cmd_vel_guard]: Input: /cmd_vel_nav -> Output: /cmd_vel
[INFO] [1784185023.336906159] [cmd_vel_guard]:   Mode: Forward Simulation
[INFO] [1784185023.337000194] [cmd_vel_guard]:   Horizon: 1.0s, Steps: 10
[INFO] [1784185023.337105199] [cmd_vel_guard]:   Margin: 0.562m
[INFO] [1784185023.337350094] [cmd_vel_guard]: ============================================================
[INFO] [1784185024.714137707] [cmd_vel_guard]: [HEARTBEAT #1] cmds=0, odom=no, nav_approved=False, pos=(0.00,0.00)
[WARN] [1784185077.658944463] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.60s, min_dist=0.481m
[WARN] [1784185077.709364564] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.60s, min_dist=0.481m
[WARN] [1784185077.746627914] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185077.758770229] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.435m
[WARN] [1784185077.776487525] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185077.808985479] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185077.846764207] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185077.858893157] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185077.876508994] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[INFO] [1784185077.882249322] [cmd_vel_guard]: [HEARTBEAT #12] cmds=344, odom=yes, nav_approved=True, pos=(1.12,-0.68)
[WARN] [1784185077.909115781] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185077.946860285] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185077.959298871] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185077.976536575] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.008795005] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.046750723] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[INFO] [1784185078.059918694] [cmd_vel_guard]: Guard status: cmds=351, nav_approved=True, odom=yes, pos=(1.13,-0.68), passed=327, blocked=23
[WARN] [1784185078.060246373] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.076482908] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.108900594] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.147063577] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.158939968] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.176659078] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.208745398] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.246592384] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.258827122] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.276474498] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.308959119] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.346980018] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.358746695] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.376508915] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.408869605] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.446592981] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.458899172] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.476526521] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.508974954] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.546881380] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.559110898] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.576491709] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.608748646] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.646646677] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.659009733] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.676597128] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.709130549] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.746851912] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.758943092] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.776766005] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.808994940] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.846834652] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.859164817] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.876753976] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.910058269] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.946796945] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185078.959114537] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185078.976580125] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.008917352] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.046613208] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.059249523] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.076476769] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.109009169] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.146619126] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.158850467] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.176785339] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.209010067] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.246700183] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.258785272] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.286844179] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[INFO] [1784185079.308839587] [cmd_vel_guard]: Guard status: cmds=401, nav_approved=True, odom=yes, pos=(1.13,-0.68), passed=327, blocked=73
[WARN] [1784185079.309174950] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.346924726] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.359133636] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.376740698] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.408826188] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.446729961] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.458678988] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.486723187] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.508546054] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.546911144] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.558983099] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.576514220] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.608913022] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.646769467] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.659275318] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.686771198] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.708990192] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.746814507] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.759101502] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.776752716] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.808869874] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.846617166] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.858791392] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.886626732] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.908817403] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.946758044] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185079.959271661] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185079.976634699] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.009232812] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.046638159] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.059267922] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.086783910] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.109096268] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.146834804] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.158781407] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.176691273] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.209395133] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.246780954] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.258779724] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.286899194] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.309078754] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.346783017] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.359339063] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.376500788] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.409031536] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.446899724] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.459407340] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.486564150] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.509052124] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.546642676] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[INFO] [1784185080.559055886] [cmd_vel_guard]: Guard status: cmds=451, nav_approved=True, odom=yes, pos=(1.13,-0.68), passed=327, blocked=123
[WARN] [1784185080.559535006] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.576578672] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.608917443] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.656861317] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.444m
[WARN] [1784185080.658885649] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.687114432] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.708960954] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.746680555] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.758787687] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.776675641] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.808961545] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.856870373] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.858947343] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.887308302] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.909067531] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.946861030] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.958875699] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185080.976609848] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.009178578] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.056844636] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.058711175] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.087172642] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.108938735] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.146686300] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.159316664] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.176743171] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.209004530] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.256825857] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.258837937] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.287142913] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.309167446] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.347034743] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.358915875] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.376545810] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.409159234] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.456893749] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.459377155] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.487437676] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.509265484] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.546911550] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.558897597] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.576628550] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.608928541] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.657124454] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.659303193] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.687417685] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.709120200] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.746921595] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.759030419] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.786622009] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[INFO] [1784185081.808862283] [cmd_vel_guard]: Guard status: cmds=501, nav_approved=True, odom=yes, pos=(1.13,-0.68), passed=327, blocked=173
[WARN] [1784185081.809171107] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.856838809] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.858879051] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.887339195] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.908961070] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.946975781] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.959156019] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185081.986769970] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185082.009099661] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185082.057004034] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
[WARN] [1784185082.059027925] [cmd_vel_guard]: BLOCKED (geofence): violation at t=0.00s, min_dist=0.436m
